股票代码,股票名称,东财行业,申万一级,申万二级,申万三级,概念标签,数据日期
688543,国科军工,地面兵装Ⅱ,国防军工,地面兵装Ⅱ,地面兵装Ⅲ,养老金、军工、军民融合、商业航天、国防军工、地面兵装Ⅱ、地面兵装Ⅲ、央国企改革、安防概念、小盘成长、小盘股、江西板块、沪股通、航天航空、融资融券,2026-09-18
688545,兴福电子,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,专精特新、中芯概念、光刻胶、半导体概念、央国企改革、小盘成长、小盘股、有机硅概念、沪股通、湖北板块、电子、电子化学品Ⅱ、电子化学品Ⅲ、融资融券,2026-09-18
688548,广钢气体,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,2026中报预增、MSCI中国、中盘成长、中盘股、半导体概念、华为概念、基金重仓、央国企改革、工业气体、广东板块、氦气概念、沪股通、电子、电子化学品Ⅱ、电子化学品Ⅲ、粤港自贸、融资融券,2026-09-18
688549,中巨芯-U,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,中芯概念、光刻胶、半导体概念、小盘成长、小盘股、工业气体、氟化工概念、沪股通、浙江板块、电子、电子化学品Ⅱ、电子化学品Ⅲ、融资融券、高带宽内存,2026-09-18
688550,瑞联新材,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,2025三季报预增、OLED、先进封装、光刻胶、创新药、央国企改革、新材料、机构重仓、沪股通、电子、电子化学品Ⅱ、电子化学品Ⅲ、破发股、股权转让、融资融券、西部大开发、陕西板块,2026-09-18
688551,科威尔,其他电源设备Ⅱ,电力设备,其他电源设备Ⅱ,其他电源设备Ⅲ,IGBT概念、专精特新、光伏概念、其他电源设备Ⅱ、其他电源设备Ⅲ、半导体概念、华为概念、安徽板块、新能源、新能源车、氢能源、燃料电池概念、电力设备、电池技术、破增发价股、节能环保、融资融券,2026-09-18
688552,航天南湖,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,专精特新、低空经济、军工、军工电子Ⅱ、军工电子Ⅲ、国防军工、央国企改革、安防概念、小盘成长、小盘股、微利股、无人机、沪股通、湖北板块、融资融券,2026-09-18
688553,汇宇制药-W,化学制药,医药生物,化学制药,化学制剂,AI制药（医疗）、专精特新、创新药、化学制剂、化学制药、医药生物、四川板块、破发股、融资融券、西部大开发,2026-09-18
688555,退市泽达,,信息技术,计算机软件,行业应用软件,,2026-09-18
688556,高测股份,光伏设备,电力设备,光伏设备,光伏加工设备,人形机器人、光伏加工设备、光伏概念、光伏设备、减速器、半导体概念、山东板块、机器人概念、沪股通、电力设备、破增发价股、第三代半导体、蓝宝石、融资融券,2026-09-18
688557,兰剑智能,通用设备,机械设备,通用设备,其他通用设备,5G概念、人工智能、其他通用设备、山东板块、快递概念、数字孪生、机器人概念、机器视觉、机构重仓、机械设备、电池技术、融资融券、跨境电商、通信技术、通用设备、锂电池概念,2026-09-18
688558,国盛智科,通用设备,机械设备,通用设备,机床工具,3D打印、专精特新、人形机器人、低空经济、储能概念、半导体概念、国产芯片、工业母机、机器人概念、机床工具、机械设备、江苏板块、融资融券、通用设备、风能,2026-09-18
688559,海目星,自动化设备,机械设备,自动化设备,激光设备,3D打印、BC电池、TOPCon电池、先进封装、华为概念、固态电池、小盘价值、小盘股、广东板块、机械设备、沪股通、液冷服务器、深圳特区、激光设备、特斯拉概念、玻璃基板、电池技术、自动化设备、苹果概念、融资融券、锂电池概念,2026-09-18
688560,明冠新材,光伏设备,电力设备,光伏设备,光伏辅材,专精特新、光伏概念、光伏设备、光伏辅材、反内卷概念、固态电池、微盘股、江西板块、电力设备、电池技术、破净股、破发股、破增发价股、融资融券、锂电池概念,2026-09-18
688561,奇安信-U,软件开发,计算机,软件开发,横向通用软件,AI应用、DeepSeek概念、中证500、云计算、人工智能、信创、军工、北京板块、参股新三板、国产软件、大数据、小盘股、工业互联网、数字货币、数据安全、横向通用软件、沪股通、物联网、破发股、网络安全、融资融券、计算机、车联网(车路云)、软件开发,2026-09-18
688562,航天软件,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,IT服务Ⅱ、IT服务Ⅲ、互联网服务、军工、北京板块、商业航天、国产软件、大数据、大飞机、央国企改革、沪股通、融资融券、计算机,2026-09-18
688563,航材股份,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,中证500、低空经济、军工、军民融合、北京板块、商业航天、国防军工、大飞机、央国企改革、小盘成长、小盘股、机器人概念、机构重仓、核能核电、沪股通、破发股、航天航空、航空装备Ⅱ、航空装备Ⅲ、融资融券、飞行汽车(eVTOL),2026-09-18
688565,力源科技,环境治理,环保,环境治理,水务及水治理,QFII重仓、专精特新、微盘股、机构重仓、核能核电、水务及水治理、浙江板块、燃料电池概念、环保、环境治理、电池技术、节能环保、融资融券、超超临界发电,2026-09-18
688566,吉贝尔,化学制药,医药生物,化学制药,化学制剂,专精特新、中药概念、免疫治疗、养老金、创新药、化学制剂、化学制药、医药生物、机器人概念、江苏板块、沪股通、特色药、独家药品、病原体防治、病毒防治、融资融券,2026-09-18
688567,孚能科技,电池,电力设备,电池,锂电池,人形机器人、低空经济、储能概念、固态电池、央国企改革、小盘股、新能源车、无人机、江西板块、沪股通、电力设备、电池、电池技术、破发股、破增发价股、融资融券、超跌股、钠离子电池、锂电池、锂电池概念、飞行汽车(eVTOL),2026-09-18
688568,中科星图,IT服务Ⅱ,计算机,IT服务Ⅱ,IT服务Ⅲ,AI智能体、DeepSeek概念、IT服务Ⅱ、IT服务Ⅲ、MSCI中国、上证380、中盘成长、中盘股、中证500、互联网服务、人工智能、低空经济、军工、北京板块、华为概念、卫星互联网、卫星导航、商业航天、国产软件、基金重仓、多模态AI、大数据、央国企改革、无人机、时空大数据、沪股通、算力概念、融资融券、计算机,2026-09-18
688569,铁科轨道,轨交设备Ⅱ,机械设备,轨交设备Ⅱ,轨交设备Ⅲ,一带一路、交运设备、北京板块、央国企改革、机械设备、沪股通、破发股、融资融券、轨交设备Ⅱ、轨交设备Ⅲ、铁路基建,2026-09-18
688570,天玛智控,自动化设备,机械设备,自动化设备,工控设备,DeepSeek概念、人工智能、北京板块、华为概念、央国企改革、工控设备、微利股、机器人概念、机械设备、破发股、自动化设备、融资融券、鸿蒙概念,2026-09-18
688571,杭华股份,化学制品,基础化工,化学制品,涂料油墨,PCB、QFII重仓、专精特新、光刻胶、化学制品、基础化工、新材料、浙江板块、涂料油墨、节能环保、融资融券,2026-09-18
688573,信宇人,电池,电力设备,电池,锂电专用设备,MicroLED、专精特新、固态电池、广东板块、微盘股、机构重仓、氢能源、燃料电池概念、电力设备、电池、电池技术、破发股、融资融券、超跌股、钠离子电池、锂电专用设备、锂电池概念,2026-09-18
688575,亚辉龙,医疗器械,医药生物,医疗器械,体外诊断,体外诊断、体外诊断概念、医疗器械、医疗器械概念、医药生物、广东板块、沪股通、病原体防治、破发股、精准诊断、融资融券、辅助生殖,2026-09-18
688576,西山科技,医疗器械,医药生物,医疗器械,医疗耗材,专精特新、医疗器械、医疗器械概念、医疗耗材、医药生物、破发股、融资融券、西部大开发、重庆板块,2026-09-18
688577,浙海德曼,通用设备,机械设备,通用设备,机床工具,专精特新、军工、工业母机、机床工具、机械设备、沪股通、浙江板块、融资融券、超跌股、通用设备,2026-09-18
688578,艾力斯,化学制药,医药生物,化学制药,化学制剂,MSCI中国、上海板块、上证380、中盘成长、中盘股、中证500、创新药、化学制剂、化学制药、医药医疗风格、医药生物、基金重仓、沪股通、融资融券、高成长股,2026-09-18
688579,地纬智能,软件开发,计算机,软件开发,垂直应用软件,DRG/DIP、互联网医疗、人工智能、创新医疗服务、区块链、华为概念、国产软件、垂直应用软件、央国企改革、山东板块、数据确权、数据要素、智慧政务、电网概念、破发股、虚拟电厂、融资融券、计算机、软件开发,2026-09-18
688580,伟思医疗,医疗器械,医药生物,医疗器械,医疗设备,AI制药（医疗）、专精特新、养老概念、医疗器械、医疗器械概念、医疗设备、医美概念、医药生物、婴童概念、机器人概念、江苏板块、沪股通、破发股、脑机接口、融资融券,2026-09-18
688581,安杰思,医疗器械,医药生物,医疗器械,医疗耗材,专精特新、医疗器械、医疗器械概念、医疗耗材、医药生物、机构重仓、沪股通、浙江板块、破发股、融资融券,2026-09-18
688582,芯动联科,半导体,电子,半导体,模拟芯片设计,2025三季报预增、专精特新、中证500、传感器、低空经济、半导体、半导体概念、商业航天、安徽板块、小盘成长、小盘股、智能驾驶、机器人概念、模拟芯片设计、沪股通、电子、融资融券,2026-09-18
688583,思看科技,通用设备,机械设备,通用设备,仪器仪表,3D打印、专精特新、仪器仪表、医疗器械概念、大飞机、工程机械概念、新能源车、机器人概念、机械设备、沪股通、浙江板块、特斯拉概念、融资融券、通用设备,2026-09-18
688584,上海合晶,半导体,电子,半导体,半导体材料,上海板块、专精特新、半导体、半导体材料、半导体概念、小盘股、沪股通、电子、融资融券,2026-09-18
688585,上纬新材,塑料,基础化工,塑料,合成树脂,一带一路、上海板块、中盘成长、中盘股、人形机器人、合成树脂、基础化工、塑料、新材料、机器人概念、沪股通、百元股、节能环保、融资融券、行业龙头、风能、高市净率,2026-09-18
688586,江航装备,航空装备Ⅱ,国防军工,航空装备Ⅱ,航空装备Ⅲ,军工、国防军工、央国企改革、安徽板块、安防概念、机构重仓、沪股通、空间站概念、航天航空、航空装备Ⅱ、航空装备Ⅲ、融资融券,2026-09-18
688588,凌志软件,软件开发,计算机,软件开发,垂直应用软件,AIGC概念、AI智能体、云计算、互联网金融、人工智能、信创、垂直应用软件、大数据、江苏板块、沪股通、百度概念、破发股、融资融券、计算机、超跌股、软件开发,2026-09-18
688589,力合微,半导体,电子,半导体,数字芯片设计,5G概念、专精特新、人工智能、光伏概念、半导体、半导体概念、卫星导航、国产芯片、广东板块、数字芯片设计、新能源、智慧城市、智慧灯杆、智能家居、智能电网、机构重仓、深圳特区、物联网、电子、电网概念、算力概念、虚拟电厂、融资融券、转债标的、通信技术、鸿蒙概念,2026-09-18
688590,新致软件,软件开发,计算机,软件开发,垂直应用软件,AI应用、Web3.0、上海板块、人工智能、信创、区块链、国产软件、垂直应用软件、大数据、数字货币、数据确权、新能源车、沪股通、百度概念、融资融券、计算机、跨境支付、软件开发,2026-09-18
688591,泰凌微,半导体,电子,半导体,数字芯片设计,2025三季报预增、2026一季报预减、AI芯片、上海板块、专精特新、半导体、半导体概念、国产芯片、小米概念、数字芯片设计、智能家居、沪股通、物联网、电子、股权分散、英伟达概念、苹果概念、融资融券,2026-09-18
688592,司南导航,通信设备,通信,通信设备,通信终端及配件,上海板块、专精特新、卫星互联网、卫星导航、国产芯片、安防概念、智能驾驶、破发股、融资融券、通信、通信终端及配件、通信设备,2026-09-18
688593,新相微,半导体,电子,半导体,数字芯片设计,AI眼镜、MicroLED、MiniLED、OLED、上海板块、专精特新、半导体、半导体概念、国产芯片、小盘成长、小盘股、数字芯片设计、智能穿戴、汽车芯片、沪股通、消费电子概念、电子、融资融券,2026-09-18
688595,芯海科技,半导体,电子,半导体,数字芯片设计,专精特新、人工智能、传感器、半导体、半导体概念、国产芯片、广东板块、数字芯片设计、无人机、无线耳机、智能家居、智能穿戴、机构重仓、汽车芯片、沪股通、消费电子概念、深圳特区、物联网、电子、电子烟、电池技术、荣耀概念、融资融券、转债标的、锂电池概念、鸿蒙概念,2026-09-18
688596,正帆科技,专用设备,机械设备,专用设备,其他专用设备,上海板块、专用设备、专精特新、中芯概念、其他专用设备、半导体概念、基金重仓、存储芯片、小盘成长、小盘股、工业气体、机械设备、氢能源、氦气概念、沪股通、碳化硅、磷化工、第三代半导体、融资融券,2026-09-18
688597,煜邦电力,电网设备,电力设备,电网设备,电工仪器仪表,2026中报首亏、QFII重仓、储能概念、充电桩、军工、北京板块、国产软件、微盘股、无人机、智能电网、机器人概念、特高压、电力设备、电工仪器仪表、电网概念、电网设备、虚拟电厂、融资融券、转债标的,2026-09-18
688598,金博股份,非金属材料Ⅱ,基础化工,非金属材料Ⅱ,非金属材料Ⅲ,QFII重仓、专精特新、低空经济、光伏概念、半导体概念、反内卷概念、固态电池、基础化工、新材料、新能源、新能源车、氢能源、沪股通、湖南板块、燃料电池概念、电池技术、知识产权、石墨烯、碳基材料、第三代半导体、融资融券、锂电池概念、非金属材料Ⅱ、非金属材料Ⅲ、飞行汽车(eVTOL),2026-09-18
688599,天合光能,光伏设备,电力设备,光伏设备,光伏电池组件,MSCI中国、QFII重仓、TOPCon电池、一带一路、上证380、中盘价值、中盘股、中证500、储能概念、光伏概念、光伏电池组件、光伏设备、商业航天、新能源、智能家居、机构重仓、氢能源、江苏板块、沪股通、物联网、电力设备、电池技术、科创板做市股、融资融券、转债标的、钙钛矿电池、锂电池概念,2026-09-18
688600,皖仪科技,通用设备,机械设备,通用设备,仪器仪表,QFII重仓、专精特新、仪器仪表、医疗器械概念、可控核聚变、安徽板块、机械设备、碳交易、节能环保、融资融券、趋势股、通用设备,2026-09-18
688601,力芯微,半导体,电子,半导体,模拟芯片设计,AI手机、专精特新、半导体、半导体概念、国产芯片、小米概念、机构重仓、模拟芯片设计、江苏板块、汽车芯片、沪股通、电子、融资融券、趋势股,2026-09-18
688602,康鹏科技,化学制药,医药生物,化学制药,化学制剂,上海板块、光刻胶、化学制剂、化学制药、医药生物、固态电池、有机硅概念、氟化工概念、电池技术、破发股、融资融券、锂电池概念,2026-09-18
688603,天承科技,电子化学品Ⅱ,电子,电子化学品Ⅱ,电子化学品Ⅲ,2026中报预增、PCB、上海板块、先进封装、半导体概念、小盘成长、小盘股、机构重仓、沪股通、玻璃基板、电子、电子化学品Ⅱ、电子化学品Ⅲ、百元股、融资融券,2026-09-18
688605,先锋精科,半导体,电子,半导体,半导体设备,专精特新、中芯概念、医疗器械概念、半导体、半导体概念、半导体设备、商业航天、小盘成长、小盘股、江苏板块、沪股通、电子、融资融券、转债标的,2026-09-18
688606,奥泰生物,医疗器械,医药生物,医疗器械,体外诊断,体外诊断、体外诊断概念、医疗器械、医疗器械概念、医药生物、单抗概念、沪股通、浙江板块、病原体防治、病毒防治、破净股、破发股、精准诊断、融资融券,2026-09-18
688607,康众科技,医疗器械,医药生物,医疗器械,医疗设备,医疗器械、医疗器械概念、医疗设备、医药生物、机构重仓、江苏板块、融资融券,2026-09-18
688608,恒玄科技,半导体,电子,半导体,数字芯片设计,AI眼镜、MSCI中国、上海板块、上证380、中盘成长、中盘股、中证500、半导体、半导体概念、华为概念、国产芯片、基金重仓、小米概念、数字芯片设计、无线耳机、沪股通、消费电子概念、电子、荣耀概念、融资融券,2026-09-18
688609,九联科技,黑色家电,家用电器,黑色家电,其他黑色家电,2026中报扭亏、5G概念、CPO概念、DeepSeek概念、WiFi、人工智能、低空经济、信创、储能概念、光伏概念、光纤概念、光通信模块、其他黑色家电、华为昇腾、华为概念、华为海思、家用电器、工业互联网、广东板块、数字经济、智慧城市、智能家居、智能驾驶、机器人概念、机构重仓、水利建设、沪股通、激光雷达、物联网、电网概念、碳交易、虚拟现实、虚拟电厂、融资融券、超清视频、边缘计算、通信技术、量子科技、鸿蒙概念、黑色家电,2026-09-18
688610,埃科光电,通用设备,机械设备,通用设备,仪器仪表,PCB、专精特新、仪器仪表、半导体概念、基金重仓、安徽板块、机器视觉、机械设备、沪股通、百元股、融资融券、通用设备,2026-09-18
688611,杭州柯林,电网设备,电力设备,电网设备,电网自动化设备,专精特新、区块链、智能电网、沪股通、浙江板块、特高压、电力设备、电网概念、电网自动化设备、电网设备、融资融券,2026-09-18
688612,威迈斯,汽车零部件,汽车,汽车零部件,汽车电子电气系统,低空经济、充电桩、华为概念、小盘成长、小盘股、广东板块、新能源车、汽车、汽车电子电气系统、汽车零部件、沪股通、破发股、融资融券、飞行汽车(eVTOL)、高压快充,2026-09-18
688613,奥精医疗,医疗器械,医药生物,医疗器械,医疗耗材,专精特新、北京板块、医疗器械、医疗器械概念、医疗耗材、医药生物、微利股、微盘股、昨日高振幅、机构重仓、股权分散、融资融券,2026-09-18
688615,合合信息,软件开发,计算机,软件开发,垂直应用软件,AI应用、上海板块、中盘成长、中盘股、中证500、人工智能、垂直应用软件、大数据、数据要素、沪股通、融资融券、计算机、软件开发,2026-09-18
688616,西力科技,电网设备,电力设备,电网设备,电工仪器仪表,充电桩、微盘股、智能电网、浙江板块、电力设备、电工仪器仪表、电网概念、电网设备、融资融券,2026-09-18
688617,惠泰医疗,医疗器械,医药生物,医疗器械,医疗耗材,MSCI中国、QFII重仓、上证380、专精特新、中盘成长、中盘股、中证500、医疗器械、医疗器械概念、医疗耗材、医药医疗风格、医药生物、基金重仓、广东板块、沪股通、深圳特区、百元股、融资融券,2026-09-18
688618,三旺通信,通信设备,通信,通信设备,通信网络设备及器件,专精特新、人工智能、半导体概念、国产软件、工业互联网、广东板块、新型工业化、机器人概念、深圳特区、融资融券、车联网(车路云)、边缘计算、通信、通信网络设备及器件、通信设备,2026-09-18
688619,罗普特,计算机设备,计算机,计算机设备,安防设备,AI应用、AI智能体、AI芯片、专精特新、互联网服务、人工智能、信创、军工、国产芯片、安防概念、安防设备、工业互联网、智慧城市、智慧政务、机器人概念、机器视觉、物联网、破发股、福建板块、网络安全、英伟达概念、虚拟现实、融资融券、计算机、计算机设备、边缘计算,2026-09-18
688620,安凯微,半导体,电子,半导体,数字芯片设计,2026中报扭亏、AI眼镜、DeepSeek概念、专精特新、半导体、半导体概念、国产芯片、广东板块、数字芯片设计、机构重仓、物联网、电子、融资融券,2026-09-18
688621,阳光诺和,医疗服务,医药生物,医疗服务,医疗研发外包,2026中报首亏、AI制药（医疗）、CAR-T细胞疗法、CRO、专精特新、中药概念、人工智能、免疫治疗、减肥药、创新医疗服务、创新药、北京板块、医疗服务、医疗研发外包、医药生物、宠物经济、并购重组概念、沪股通、病原体防治、百日新高、肝炎概念、融资融券、近期新高,2026-09-18
688622,*ST禾信,通用设备,机械设备,通用设备,仪器仪表,ST股、专精特新、仪器仪表、医疗器械概念、广东板块、机构重仓、机械设备、百元股、科创板做市股、节能环保、通用设备,2026-09-18
688623,双元科技,自动化设备,机械设备,自动化设备,其他自动化设备,PCB、专精特新、举牌、传感器、其他自动化设备、国产芯片、机器人概念、机器视觉、机构重仓、机械设备、沪股通、浙江板块、破发股、自动化设备、融资融券,2026-09-18
688625,呈和科技,化学制品,基础化工,化学制品,其他化学制品,PCB、专精特新、其他化学制品、化学制品、反转股、基础化工、小盘成长、小盘股、并购重组概念、广东板块、新材料、沪股通、融资融券,2026-09-18
688626,翔宇医疗,医疗器械,医药生物,医疗器械,医疗设备,AI制药（医疗）、DeepSeek概念、一带一路、专精特新、人工智能、养老概念、医疗器械、医疗器械概念、医疗设备、医药生物、国产芯片、工业互联网、机器人概念、沪股通、河南板块、脑机接口、融资融券,2026-09-18
688627,精智达,通用设备,机械设备,通用设备,仪器仪表,MSCI中国、专精特新、中盘成长、中盘股、仪器仪表、先进制造风格、基金重仓、存储芯片、广东板块、机械设备、沪股通、百元股、融资融券、通用设备、高带宽内存,2026-09-18
688628,优利德,通用设备,机械设备,通用设备,仪器仪表,AI智能体、专精特新、人工智能、仪器仪表、光纤概念、广东板块、机械设备、核污染防治、沪股通、物联网、碳交易、融资融券、通用设备,2026-09-18
688629,华丰科技,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,MSCI中国、上证380、中盘成长、中盘股、中证500、先进制造风格、军工、军工电子Ⅱ、军工电子Ⅲ、华为概念、商业航天、四川板块、国防军工、央国企改革、新能源车、机器人概念、沪股通、液冷服务器、百元股、破增发价股、融资融券、西部大开发、铜缆高速连接、阿里概念、高市净率,2026-09-18
688630,芯碁微装,专用设备,机械设备,专用设备,其他专用设备,2026一季报预增、AH股、MSCI中国、PCB、上证380、专用设备、专精特新、中盘成长、中盘股、先进制造风格、先进封装、光刻机、其他专用设备、半导体概念、基金重仓、安徽板块、机械设备、沪股通、百元股、融资融券,2026-09-18
688631,莱斯信息,软件开发,计算机,软件开发,垂直应用软件,ERP概念、上证380、低空经济、养老金、华为概念、垂直应用软件、央国企改革、智慧城市、江苏板块、沪股通、融资融券、计算机、超跌股、车联网(车路云)、软件开发,2026-09-18
688633,星球石墨,专用设备,机械设备,专用设备,能源及重型设备,一带一路、专用设备、专精特新、新材料、机械设备、江苏板块、知识产权、磷化工、科创板做市股、股权激励、能源及重型设备、节能环保、融资融券、锂电池概念,2026-09-18
688635,长进光子,通信设备,通信,通信设备,通信线缆及配套,专精特新、中盘成长、中盘股、光纤概念、光通信模块、军工、商业航天、次新股、湖北板块、激光雷达、百元股、融资融券、通信、通信线缆及配套、通信设备、高市净率,2026-09-18
688636,智明达,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,专精特新、互联网服务、人形机器人、低空经济、军工、军工电子Ⅱ、军工电子Ⅲ、华为昇腾、商业航天、四川板块、国防军工、无人机、沪股通、破增发价股、融资融券、西部大开发,2026-09-18
688638,誉辰智能,电池,电力设备,电池,锂电专用设备,AI眼镜、光伏概念、化妆品概念、固态电池、广东板块、微盘股、机器人概念、电力设备、电池、电池技术、破发股、融资融券、锂电专用设备、锂电池概念,2026-09-18
688639,华恒生物,化学制品,基础化工,化学制品,食品及饲料添加剂,化学制品、化工原料、合成生物、基础化工、安徽板块、沪股通、破增发价股、维生素、融资融券、超跌股、食品及饲料添加剂,2026-09-18
688646,逸飞激光,自动化设备,机械设备,自动化设备,激光设备,一带一路、专精特新、人形机器人、储能概念、光伏概念、动力电池回收、半导体概念、固态电池、数据中心、机器人概念、机器视觉、机械设备、湖北板块、激光设备、电池技术、自动化设备、融资融券、装配建筑、超级电容、近期摘帽、钙钛矿电池、钠离子电池、锂电池概念,2026-09-18
688648,中邮科技,专用设备,机械设备,专用设备,其他专用设备,上海板块、专用设备、专精特新、人工智能、低空经济、其他专用设备、央国企改革、快递概念、智能驾驶、机械设备、沪股通、融资融券、超跌股、车联网(车路云),2026-09-18
688651,盛邦安全,软件开发,计算机,软件开发,横向通用软件,专精特新、低空经济、北京板块、华为概念、卫星互联网、商业航天、国产芯片、微盘股、数据安全、数据要素、时空大数据、横向通用软件、海洋经济、电子身份证、破发股、网络安全、融资融券、计算机、软件开发、量子科技,2026-09-18
688652,京仪装备,半导体,电子,半导体,半导体设备,专精特新、中芯概念、北京板块、半导体、半导体概念、半导体设备、国产芯片、基金重仓、央国企改革、存储芯片、小盘成长、小盘股、沪股通、电子、百元股、融资融券,2026-09-18
688653,康希通信,半导体,电子,半导体,模拟芯片设计,5G概念、AI眼镜、WiFi、上海板块、低空经济、半导体、半导体概念、卫星互联网、商业航天、国产芯片、并购重组概念、无人机、智能家居、机构重仓、模拟芯片设计、沪股通、消费电子概念、物联网、电子、股权分散、融资融券、车联网(车路云)、通信技术,2026-09-18
688655,迅捷兴,元件,电子,元件,印制电路板,2026中报扭亏、PCB、元件、医疗器械概念、印制电路板、安防概念、工业互联网、广东板块、机器人概念、汽车芯片、深圳特区、电子、融资融券、趋势股,2026-09-18
688656,浩欧博,医疗器械,医药生物,医疗器械,体外诊断,专精特新、体外诊断、体外诊断概念、医疗器械、医药生物、江苏板块、沪股通、百元股、精准诊断、融资融券,2026-09-18
688657,浩辰软件,软件开发,计算机,软件开发,垂直应用软件,AI应用、QFII重仓、云计算、人工智能、信创、国产软件、垂直应用软件、江苏板块、破发股、融资融券、计算机、软件开发、鸿蒙概念,2026-09-18
688658,悦康药业,化学制药,医药生物,化学制药,化学制剂,中药概念、养老金、创新药、化学制剂、化学制药、北京板块、医药生物、华为概念、沪股通、破发股、融资融券、超跌股,2026-09-18
688659,元琛科技,化学制品,基础化工,化学制品,其他化学制品,QFII重仓、专精特新、其他化学制品、化学制品、基础化工、复合集流体、安徽板块、微盘股、机构重仓、碳纤维、节能环保、融资融券,2026-09-18
688660,电气风电,风电设备,电力设备,风电设备,风电整机,上海板块、央国企改革、小盘成长、小盘股、新能源、沪股通、电力设备、融资融券、超跌股、风电整机、风电设备、风能,2026-09-18
688661,和林微纳,半导体,电子,半导体,半导体材料,专精特新、传感器、半导体、半导体材料、半导体概念、华为概念、国产芯片、基金重仓、小盘成长、小盘股、小米概念、江苏板块、沪股通、电子、百元股、英伟达概念、苹果概念、融资融券,2026-09-18
688662,富信科技,其他电子Ⅱ,电子,其他电子Ⅱ,其他电子Ⅲ,5G概念、QFII重仓、光通信模块、其他电子Ⅱ、其他电子Ⅲ、半导体概念、广东板块、机构重仓、沪股通、消费电子概念、电子、融资融券、通信技术,2026-09-18
688663,新风光,电网设备,电力设备,电网设备,电网自动化设备,专精特新、储能概念、央国企改革、山东板块、智能电网、沪股通、电力设备、电网概念、电网自动化设备、电网设备、融资融券、铁路基建,2026-09-18
688665,四方光电,通用设备,机械设备,通用设备,仪器仪表,专精特新、仪器仪表、传感器、储能概念、半导体概念、机械设备、沪股通、湖北板块、碳交易、节能环保、融资融券、通用设备,2026-09-18
688667,菱电电控,汽车零部件,汽车,汽车零部件,汽车电子电气系统,专精特新、新能源车、汽车、汽车电子电气系统、汽车零部件、沪股通、湖北板块、融资融券,2026-09-18
688668,鼎通科技,通信设备,通信,通信设备,通信网络设备及器件,2026中报预增、CPO概念、中盘成长、中盘股、养老金、基金重仓、密集调研、广东板块、新能源车、沪股通、液冷服务器、百元股、融资融券、转债标的、通信、通信网络设备及器件、通信设备、铜缆高速连接、高市净率,2026-09-18
688669,聚石化学,塑料,基础化工,塑料,改性塑料,一带一路、专精特新、光刻胶、基础化工、塑料、广东板块、改性塑料、新能源车、石墨烯、磷化工、融资融券、钙钛矿电池、降解塑料,2026-09-18
688670,金迪克,生物制品,医药生物,生物制品,疫苗,医药生物、微盘股、江苏板块、流感、生物制品、生物疫苗、疫苗、病原体防治、病毒防治、破发股、融资融券,2026-09-18
688671,碧兴物联,环保设备Ⅱ,环保,环保设备Ⅱ,环保设备Ⅲ,AI应用、QFII重仓、专精特新、人工智能、国产软件、大数据、广东板块、微盘股、数字经济、数据要素、智慧城市、物联网、环保、环保设备Ⅱ、环保设备Ⅲ、破发股、节能环保、融资融券,2026-09-18
688676,金盘科技,电网设备,电力设备,电网设备,输变电设备,MSCI中国、上证380、专精特新、中盘成长、中盘股、中证500、储能概念、光伏概念、基金重仓、抽水蓄能、机器人概念、核能核电、沪股通、海南板块、海南自贸、电力设备、电网设备、科创板做市股、融资融券、转债标的、输变电设备、风能,2026-09-18
688677,海泰新光,医疗器械,医药生物,医疗器械,医疗设备,专精特新、医疗器械、医疗器械概念、医疗设备、医药生物、山东板块、沪股通、融资融券,2026-09-18
688678,福立旺,消费电子,电子,消费电子,消费电子零部件及组装,2026一季报预增、2026中报扭亏、人形机器人、光伏概念、医疗器械概念、无人机、机器人概念、江苏板块、沪股通、消费电子、消费电子零部件及组装、电子、科创板做市股、苹果概念、融资融券、趋势股,2026-09-18
688679,通源环境,环境治理,环保,环境治理,固废治理,固废治理、安徽板块、沪股通、环保、环境治理、节能环保、融资融券、趋势股,2026-09-18
688680,海优新材,光伏设备,电力设备,光伏设备,光伏辅材,上海板块、专精特新、光伏概念、光伏设备、光伏辅材、华为汽车、反内卷概念、机构重仓、电力设备、破发股、融资融券,2026-09-18
688681,科汇股份,电网设备,电力设备,电网设备,电网自动化设备,专精特新、储能概念、充电桩、同步磁阻电机、山东板块、工业互联网、微盘股、智能电网、机构重仓、物联网、特高压、电力设备、电网概念、电网自动化设备、电网设备、融资融券,2026-09-18
688682,霍莱沃,军工电子Ⅱ,国防军工,军工电子Ⅱ,军工电子Ⅲ,5G概念、上海板块、专精特新、低空经济、军工、军工电子Ⅱ、军工电子Ⅲ、商业航天、国产软件、国防军工、沪股通、融资融券、通信技术,2026-09-18
